                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.56159,                0.58254,                0.87164,                0.97431,                0.91752,                0.94581,                0.84685,                0.47587,                0.36972,                0.82696,             0.00020298,             0.00020298,             0.00020298
                     21,                0.56003,                0.57933,                0.87014,                0.95308,                0.94545,                0.95393,                0.85118,                0.47898,                0.37066,                0.82987,              0.0002005,              0.0002005,              0.0002005
                     22,                0.55433,                0.56528,                0.86656,                0.94755,                0.94597,                0.94724,                 0.8478,                0.48916,                0.36857,                0.83122,             0.00019803,             0.00019803,             0.00019803
                     23,                0.55139,                0.55967,                0.86748,                0.96545,                 0.9361,                0.94311,                0.83887,                0.49969,                0.37142,                0.83005,             0.00019555,             0.00019555,             0.00019555
                     24,                0.54603,                0.55148,                0.86496,                0.97353,                0.90915,                0.94668,                0.84964,                0.47111,                0.36125,                0.82422,             0.00019307,             0.00019307,             0.00019307
                     25,                0.54334,                0.54581,                0.86665,                0.95219,                0.94958,                0.95559,                0.85494,                0.47986,                0.35651,                 0.8277,              0.0001906,              0.0001906,              0.0001906
                     26,                0.54472,                0.54007,                0.86328,                0.95942,                 0.9275,                0.94894,                0.85243,                0.49385,                0.35425,                0.82678,             0.00018812,             0.00018812,             0.00018812
                     27,                0.53907,                0.53895,                0.86177,                0.96875,                 0.9234,                0.94381,                0.84451,                0.48978,                0.35969,                0.83228,             0.00018565,             0.00018565,             0.00018565
                     28,                0.53686,                0.53033,                  0.864,                0.94316,                0.94357,                 0.9549,                0.86003,                 0.4739,                0.34505,                0.82652,             0.00018318,             0.00018318,             0.00018318
                     29,                0.53445,                0.53186,                0.86763,                0.94973,                0.93604,                0.95182,                0.85052,                0.49379,                0.34742,                0.83336,              0.0001807,              0.0001807,              0.0001807
                     30,                0.53757,                0.52358,                0.86806,                 0.9701,                0.94613,                0.95588,                0.85615,                0.47732,                0.34491,                 0.8229,             0.00017823,             0.00017823,             0.00017823
                     31,                0.52992,                0.51674,                0.86235,                0.94709,                0.94046,                0.95444,                0.85653,                0.49393,                0.34648,                0.82585,             0.00017575,             0.00017575,             0.00017575
                     32,                0.52608,                0.50717,                0.86082,                0.94798,                0.95629,                0.95835,                0.86084,                0.47518,                 0.3313,                0.82459,             0.00017327,             0.00017327,             0.00017327
                     33,                0.52715,                0.50783,                0.86369,                0.95937,                0.95162,                 0.9568,                0.85855,                0.47713,                 0.3343,                0.82473,              0.0001708,              0.0001708,              0.0001708
                     34,                0.52484,                0.50028,                0.85708,                0.95967,                0.92956,                 0.9453,                0.84313,                0.48369,                0.33648,                0.82773,             0.00016832,             0.00016832,             0.00016832
                     35,                0.52212,                0.49391,                0.85684,                0.95527,                0.93772,                0.95002,                0.85263,                 0.4771,                0.33615,                0.82771,             0.00016585,             0.00016585,             0.00016585
                     36,                0.51989,                0.50188,                0.86197,                0.97337,                0.93669,                0.95272,                 0.8532,                0.48276,                0.33333,                 0.8268,             0.00016338,             0.00016338,             0.00016338
                     37,                0.52036,                0.49285,                0.86025,                0.95967,                0.95071,                0.95487,                0.85453,                 0.4693,                0.32823,                0.82367,              0.0001609,              0.0001609,              0.0001609
                     38,                0.51719,                0.49068,                0.85982,                0.98147,                0.92334,                0.95232,                0.85816,                0.47035,                0.32618,                0.82234,             0.00015843,             0.00015843,             0.00015843
                     39,                0.51667,                0.48184,                0.85795,                0.95838,                0.93938,                0.95157,                0.85882,                0.46915,                0.32375,                0.82285,             0.00015595,             0.00015595,             0.00015595
                     40,                0.51269,                0.48834,                0.85806,                0.95772,                0.95276,                0.95489,                0.86044,                0.46877,                 0.3206,                0.82398,             0.00015348,             0.00015348,             0.00015348
                     41,                0.51674,                0.48057,                0.85763,                 0.9346,                0.95091,                0.95744,                0.86785,                 0.4683,                0.32411,                0.82069,               0.000151,               0.000151,               0.000151
                     42,                0.50898,                0.47613,                0.85497,                0.98012,                0.93074,                0.95151,                0.85871,                0.47027,                0.31703,                0.82302,             0.00014853,             0.00014853,             0.00014853
                     43,                0.50836,                 0.4762,                0.85538,                0.96807,                0.94558,                0.95799,                0.86295,                0.46674,                 0.3191,                0.82118,             0.00014605,             0.00014605,             0.00014605
                     44,                0.50693,                0.47987,                0.85975,                0.89908,                0.95938,                0.95907,                0.86492,                0.46816,                0.31006,                0.82123,             0.00014358,             0.00014358,             0.00014358
                     45,                0.50444,                0.46616,                0.85501,                0.97154,                0.94427,                0.95608,                0.86142,                0.46266,                0.31616,                 0.8197,              0.0001411,              0.0001411,              0.0001411
                     46,                 0.5044,                 0.4715,                0.85494,                0.93284,                0.95001,                0.96342,                0.86483,                0.47307,                0.31367,                0.82304,             0.00013862,             0.00013862,             0.00013862
                     47,                0.50237,                0.46439,                0.85573,                0.97334,                0.94439,                0.96264,                0.87065,                0.46934,                0.31083,                0.82263,             0.00013615,             0.00013615,             0.00013615
                     48,                 0.5013,                0.46724,                0.85565,                0.97385,                0.94157,                0.96259,                0.86826,                  0.477,                0.31004,                0.82285,             0.00013368,             0.00013368,             0.00013368
                     49,                0.49791,                0.45751,                0.85447,                0.95936,                0.95012,                0.95457,                0.86135,                0.47091,                0.31399,                0.82324,              0.0001312,              0.0001312,              0.0001312
                     50,                0.49574,                0.45912,                 0.8537,                0.97102,                0.94874,                0.95629,                0.86306,                0.47454,                0.30659,                0.82331,             0.00012872,             0.00012872,             0.00012872
                     51,                0.49291,                0.45014,                0.85324,                0.97046,                0.94195,                0.95665,                0.86388,                 0.4776,                0.31028,                0.82207,             0.00012625,             0.00012625,             0.00012625
                     52,                0.49522,                0.45249,                0.85159,                0.96607,                0.94414,                0.95673,                0.86101,                0.48129,                0.30448,                0.82335,             0.00012377,             0.00012377,             0.00012377
                     53,                0.49371,                0.45121,                0.85172,                0.95932,                0.94997,                0.95751,                0.86327,                0.46914,                0.30078,                0.82037,              0.0001213,              0.0001213,              0.0001213
                     54,                 0.4882,                0.44888,                0.85061,                0.95813,                0.94086,                0.95918,                0.86314,                0.46172,                0.30281,                 0.8187,             0.00011883,             0.00011883,             0.00011883
                     55,                0.49297,                0.45099,                0.85099,                0.97703,                0.94594,                0.95672,                0.85767,                0.47392,                0.29995,                 0.8229,             0.00011635,             0.00011635,             0.00011635
                     56,                0.48672,                0.43962,                0.84954,                 0.9614,                0.95232,                0.95705,                0.86641,                0.46648,                0.29991,                0.82117,             0.00011387,             0.00011387,             0.00011387
                     57,                 0.4846,                0.43951,                0.85103,                0.97514,                0.94459,                0.95688,                0.86433,                0.47042,                0.30269,                0.82196,              0.0001114,              0.0001114,              0.0001114
                     58,                0.48599,                0.44307,                 0.8499,                0.96455,                 0.9485,                0.95815,                0.86752,                0.46622,                0.29948,                0.82123,             0.00010893,             0.00010893,             0.00010893
                     59,                0.48091,                 0.4359,                0.85059,                0.98772,                0.93705,                0.95612,                0.86501,                0.45797,                0.29672,                0.81765,             0.00010645,             0.00010645,             0.00010645
                     60,                0.48003,                0.43248,                0.84846,                0.97288,                0.94691,                0.96084,                0.86554,                0.46895,                0.30012,                0.82058,             0.00010398,             0.00010398,             0.00010398
                     61,                0.47907,                0.43272,                0.85096,                0.96657,                0.94475,                0.95778,                0.86299,                 0.4673,                0.29137,                0.82088,              0.0001015,              0.0001015,              0.0001015
                     62,                0.47856,                0.43797,                0.85159,                0.96984,                0.95039,                0.96021,                0.86903,                0.46812,                0.29214,                0.81946,             9.9025e-05,             9.9025e-05,             9.9025e-05
                     63,                 0.4798,                0.43258,                0.84859,                0.97221,                0.94368,                0.95974,                 0.8675,                0.47016,                0.29478,                0.81883,              9.655e-05,              9.655e-05,              9.655e-05
                     64,                0.47724,                0.42471,                0.84946,                0.96727,                0.94512,                0.96191,                 0.8704,                0.46644,                0.29596,                0.81915,             9.4075e-05,             9.4075e-05,             9.4075e-05
                     65,                0.47774,                0.42517,                0.84733,                0.98109,                0.93458,                0.95949,                0.86662,                0.47276,                 0.2914,                0.82194,               9.16e-05,               9.16e-05,               9.16e-05
                     66,                0.47262,                0.41891,                0.84757,                0.96743,                0.93561,                0.96908,                0.87183,                0.47066,                0.29588,                0.82119,             8.9125e-05,             8.9125e-05,             8.9125e-05
                     67,                0.47246,                0.42265,                0.84988,                 0.9833,                0.92896,                0.95317,                0.86103,                0.46919,                0.29187,                0.82059,              8.665e-05,              8.665e-05,              8.665e-05
                     68,                0.46935,                 0.4217,                0.84893,                0.97283,                0.95025,                0.95742,                0.86571,                0.46791,                0.28828,                0.81986,             8.4175e-05,             8.4175e-05,             8.4175e-05
                     69,                0.46917,                0.41822,                0.84686,                0.97118,                0.94581,                0.95987,                0.86599,                0.46727,                0.29453,                0.82092,               8.17e-05,               8.17e-05,               8.17e-05
                     70,                0.47043,                0.41818,                0.84717,                0.97479,                 0.9479,                0.95799,                0.86621,                0.46514,                0.29423,                0.81858,             7.9225e-05,             7.9225e-05,             7.9225e-05
                     71,                0.47007,                0.42049,                0.84635,                0.98203,                0.93914,                0.95912,                0.86544,                  0.465,                0.28664,                0.81981,              7.675e-05,              7.675e-05,              7.675e-05
                     72,                0.46802,                0.41825,                0.84788,                0.97658,                0.94417,                 0.9588,                0.86618,                0.46288,                0.28806,                0.81879,             7.4275e-05,             7.4275e-05,             7.4275e-05
                     73,                0.46861,                0.41925,                0.84761,                0.98548,                0.93987,                0.95638,                0.86465,                0.46639,                 0.2884,                0.81778,               7.18e-05,               7.18e-05,               7.18e-05
                     74,                0.46611,                0.41756,                 0.8468,                0.97814,                0.94627,                0.95812,                0.86564,                0.47432,                0.29028,                0.82136,             6.9325e-05,             6.9325e-05,             6.9325e-05
                     75,                0.46439,                0.41447,                0.84582,                0.97982,                 0.9518,                0.96301,                0.86862,                0.46622,                0.28496,                0.81946,              6.685e-05,              6.685e-05,              6.685e-05
                     76,                0.45869,                0.40985,                0.84457,                0.98359,                0.94362,                0.95801,                0.86821,                  0.467,                0.28747,                0.82118,             6.4375e-05,             6.4375e-05,             6.4375e-05
                     77,                0.46022,                0.40474,                0.84366,                0.97026,                0.95217,                0.95923,                0.86644,                0.46629,                0.28547,                0.82001,               6.19e-05,               6.19e-05,               6.19e-05
                     78,                0.45711,                0.40328,                0.84247,                0.98176,                0.94503,                0.95709,                0.86514,                0.46475,                0.28398,                0.81896,             5.9425e-05,             5.9425e-05,             5.9425e-05
                     79,                0.45696,                0.40423,                0.84377,                0.97554,                0.95236,                 0.9576,                  0.866,                0.46386,                0.28557,                0.81953,              5.695e-05,              5.695e-05,              5.695e-05
                     80,                 0.4578,                 0.4053,                0.84353,                0.97897,                0.94581,                0.95896,                0.86663,                0.46609,                0.28246,                0.81967,             5.4475e-05,             5.4475e-05,             5.4475e-05
                     81,                0.45477,                 0.3999,                 0.8432,                0.97781,                0.94443,                 0.9587,                 0.8668,                0.46314,                0.28124,                0.81847,                5.2e-05,                5.2e-05,                5.2e-05
                     82,                0.45722,                0.39993,                0.84284,                0.97547,                0.94217,                0.95833,                0.86547,                0.46746,                0.28624,                0.82056,             4.9525e-05,             4.9525e-05,             4.9525e-05
                     83,                0.45469,                0.39869,                 0.8436,                0.96304,                0.95027,                0.95765,                0.86777,                0.46405,                0.28399,                0.81924,              4.705e-05,              4.705e-05,              4.705e-05
                     84,                 0.4552,                0.40368,                0.84646,                0.97822,                0.94209,                0.95832,                0.86722,                0.46616,                0.28454,                0.81889,             4.4575e-05,             4.4575e-05,             4.4575e-05
                     85,                0.45508,                0.39992,                0.84265,                0.97258,                0.94541,                0.95721,                0.86731,                0.46487,                 0.2858,                0.81932,               4.21e-05,               4.21e-05,               4.21e-05
                     86,                0.44799,                0.39261,                 0.8434,                0.97989,                0.94167,                0.95839,                0.87016,                0.45764,                0.28128,                0.81735,             3.9625e-05,             3.9625e-05,             3.9625e-05
                     87,                0.44967,                0.39505,                0.84009,                0.97343,                0.95138,                0.95874,                0.87091,                0.46355,                0.27893,                0.81947,              3.715e-05,              3.715e-05,              3.715e-05
                     88,                 0.4496,                0.39434,                0.84328,                 0.9807,                0.94346,                0.95898,                0.87042,                 0.4636,                0.28015,                0.82022,             3.4675e-05,             3.4675e-05,             3.4675e-05
                     89,                 0.4486,                0.39677,                0.84167,                0.98282,                0.94636,                0.95911,                0.86907,                0.46366,                0.27966,                0.81907,               3.22e-05,               3.22e-05,               3.22e-05
                     90,                0.44767,                0.39341,                0.84128,                0.97782,                0.94835,                0.95945,                0.86808,                0.46608,                0.27886,                0.81928,             2.9725e-05,             2.9725e-05,             2.9725e-05
                     91,                0.42153,                 0.3148,                0.82551,                0.97701,                0.93967,                0.95748,                 0.8647,                 0.4594,                0.29057,                0.81938,              2.725e-05,              2.725e-05,              2.725e-05
                     92,                0.40329,                0.29275,                0.81981,                0.97056,                0.95203,                0.95738,                0.86573,                0.45308,                0.28307,                0.81664,             2.4775e-05,             2.4775e-05,             2.4775e-05
                     93,                  0.399,                0.29039,                0.81755,                0.96546,                0.94785,                0.95622,                0.86629,                0.45474,                 0.2835,                0.81639,               2.23e-05,               2.23e-05,               2.23e-05
                     94,                0.39861,                0.28972,                0.81882,                0.97177,                0.95057,                0.95912,                0.86873,                0.45372,                0.28259,                0.81609,             1.9825e-05,             1.9825e-05,             1.9825e-05
                     95,                0.39291,                0.28206,                0.81679,                0.97725,                0.94597,                0.95795,                0.87047,                0.45087,                0.27969,                0.81512,              1.735e-05,              1.735e-05,              1.735e-05
                     96,                0.39511,                0.28433,                0.81772,                0.97833,                 0.9439,                0.95817,                0.86839,                0.45242,                0.28018,                0.81554,             1.4875e-05,             1.4875e-05,             1.4875e-05
                     97,                0.39101,                0.28197,                0.81567,                0.97867,                0.94643,                0.95648,                0.86845,                0.45395,                0.27955,                0.81633,               1.24e-05,               1.24e-05,               1.24e-05
                     98,                0.38893,                0.27773,                0.81996,                0.98092,                0.94598,                0.95663,                0.86686,                0.45254,                0.27836,                0.81558,              9.925e-06,              9.925e-06,              9.925e-06
                     99,                0.38821,                0.27896,                 0.8177,                0.97265,                0.94773,                 0.9571,                0.86683,                0.45206,                0.27958,                0.81554,               7.45e-06,               7.45e-06,               7.45e-06
                    100,                0.38709,                0.27892,                0.81719,                0.97354,                0.94851,                0.95833,                0.86872,                0.45165,                0.27934,                0.81524,              4.975e-06,              4.975e-06,              4.975e-06
