                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.55167,                0.85434,                 0.8831,                 0.8869,                0.83381,                0.88658,                0.78371,                0.48938,                 0.5483,                0.84996,             0.00021288,             0.00021288,             0.00021288
                     17,                 0.5441,                0.84085,                0.87615,                0.92469,                0.81966,                0.88731,                0.79838,                0.46201,                0.53478,                0.84406,              0.0002104,              0.0002104,              0.0002104
                     18,                0.54632,                0.81198,                0.87756,                0.93267,                0.83493,                0.88739,                0.79052,                0.48117,                  0.524,                0.84771,             0.00020792,             0.00020792,             0.00020792
                     19,                0.53191,                0.79004,                0.87762,                 0.9478,                0.83218,                0.90037,                0.80266,                0.46971,                0.51545,                0.84517,             0.00020545,             0.00020545,             0.00020545
                     20,                0.52334,                0.77279,                0.86817,                0.91283,                0.88426,                0.91434,                0.81593,                0.47045,                0.49884,                0.84139,             0.00020298,             0.00020298,             0.00020298
                     21,                 0.5371,                 0.7724,                0.87106,                0.90498,                0.87826,                0.90073,                0.80322,                0.48465,                0.52341,                0.84868,              0.0002005,              0.0002005,              0.0002005
                     22,                 0.5247,                0.75681,                0.86814,                0.94248,                0.88878,                0.90892,                0.81231,                0.47237,                0.51443,                0.84391,             0.00019803,             0.00019803,             0.00019803
                     23,                0.52519,                0.73529,                0.86939,                0.93954,                0.88563,                0.91258,                 0.8143,                0.47584,                0.48248,                0.84174,             0.00019555,             0.00019555,             0.00019555
                     24,                0.52021,                0.73497,                0.87137,                0.94368,                0.88554,                0.91303,                0.81905,                0.45379,                 0.4663,                0.83679,             0.00019307,             0.00019307,             0.00019307
                     25,                0.52508,                  0.722,                0.86956,                0.96052,                0.90181,                0.91769,                  0.814,                0.48924,                0.46777,                0.84545,              0.0001906,              0.0001906,              0.0001906
                     26,                0.52094,                0.71175,                0.87095,                0.95725,                0.89205,                0.91556,                0.81724,                0.47328,                0.45699,                0.83815,             0.00018812,             0.00018812,             0.00018812
                     27,                0.52387,                0.72022,                0.86807,                0.95864,                0.90838,                0.92302,                0.82421,                0.46979,                0.45094,                0.83645,             0.00018565,             0.00018565,             0.00018565
                     28,                0.51084,                0.67877,                0.86388,                0.94473,                0.90048,                0.91755,                0.82113,                0.46446,                0.43384,                0.83897,             0.00018318,             0.00018318,             0.00018318
                     29,                 0.5103,                0.68125,                0.86616,                0.97529,                0.89619,                0.92077,                0.82036,                 0.4793,                 0.4428,                0.84075,              0.0001807,              0.0001807,              0.0001807
                     30,                0.51969,                0.67914,                0.86396,                0.97592,                0.89797,                0.91987,                0.81818,                0.48318,                0.43033,                0.84251,             0.00017823,             0.00017823,             0.00017823
                     31,                0.51272,                0.65393,                0.86363,                0.96033,                0.91671,                0.92454,                0.82711,                0.45031,                0.42234,                0.83526,             0.00017575,             0.00017575,             0.00017575
                     32,                0.50668,                0.66311,                0.86205,                0.97811,                0.91047,                0.92545,                0.83166,                0.45467,                0.41954,                0.83334,             0.00017327,             0.00017327,             0.00017327
                     33,                0.50294,                0.64451,                0.86359,                0.96999,                0.90406,                0.92149,                0.82722,                0.45747,                0.42048,                  0.837,              0.0001708,              0.0001708,              0.0001708
                     34,                0.50272,                0.64174,                0.86223,                0.96366,                0.90825,                 0.9215,                0.82604,                0.45241,                0.43331,                0.83303,             0.00016832,             0.00016832,             0.00016832
                     35,                0.50673,                 0.6294,                0.85864,                0.97614,                0.90778,                 0.9272,                0.83371,                0.45169,                0.40563,                0.83507,             0.00016585,             0.00016585,             0.00016585
                     36,                0.50229,                0.63498,                 0.8603,                0.97673,                0.90893,                0.92318,                0.82855,                0.46541,                0.41329,                0.83601,             0.00016338,             0.00016338,             0.00016338
                     37,                0.50653,                0.63379,                0.86134,                0.97293,                0.91212,                0.92535,                0.83052,                0.46011,                0.41234,                0.83335,              0.0001609,              0.0001609,              0.0001609
                     38,                0.49933,                0.62039,                0.86282,                0.97741,                0.91589,                0.92552,                0.82922,                0.46215,                0.40308,                0.83847,             0.00015843,             0.00015843,             0.00015843
                     39,                0.49645,                0.61246,                0.85939,                0.97717,                0.90949,                0.92379,                0.82825,                0.45675,                0.39629,                0.83389,             0.00015595,             0.00015595,             0.00015595
                     40,                0.49558,                0.61272,                0.86121,                0.97261,                0.91065,                0.92461,                0.83023,                0.45004,                0.39163,                0.83423,             0.00015348,             0.00015348,             0.00015348
                     41,                0.48999,                0.61572,                 0.8589,                0.95993,                0.91541,                0.92567,                0.83212,                0.45307,                0.39226,                0.83077,               0.000151,               0.000151,               0.000151
                     42,                0.49358,                0.61632,                 0.8614,                0.97112,                0.91986,                0.92368,                0.82912,                0.46035,                0.39019,                0.83359,             0.00014853,             0.00014853,             0.00014853
                     43,                0.48987,                0.59631,                0.86087,                0.96503,                0.91722,                0.92046,                 0.8277,                0.45373,                0.38732,                0.83162,             0.00014605,             0.00014605,             0.00014605
                     44,                0.48886,                0.60418,                0.85684,                0.97287,                0.91431,                0.92195,                0.82659,                0.46164,                0.39317,                0.83779,             0.00014358,             0.00014358,             0.00014358
                     45,                0.48847,                0.60198,                0.85521,                0.97042,                0.90866,                0.92099,                0.82197,                0.47206,                0.40143,                0.83788,              0.0001411,              0.0001411,              0.0001411
                     46,                0.49242,                0.60428,                0.85972,                0.96478,                0.90672,                0.92527,                0.83533,                0.43559,                0.37403,                0.82603,             0.00013862,             0.00013862,             0.00013862
                     47,                0.48485,                0.57628,                0.85369,                0.96772,                 0.9054,                0.91941,                0.82431,                0.46701,                0.38116,                0.83966,             0.00013615,             0.00013615,             0.00013615
                     48,                0.48628,                0.58788,                 0.8554,                0.97629,                0.90119,                0.92268,                0.83014,                0.45129,                0.37461,                0.83236,             0.00013368,             0.00013368,             0.00013368
                     49,                0.47748,                0.57195,                0.85432,                0.97557,                0.91891,                0.92838,                 0.8358,                0.44132,                0.37261,                0.82907,              0.0001312,              0.0001312,              0.0001312
                     50,                0.48125,                0.57897,                0.85609,                0.96553,                0.90943,                0.92518,                0.83416,                0.43846,                0.37759,                0.82686,             0.00012872,             0.00012872,             0.00012872
                     51,                0.48641,                0.57696,                0.85677,                0.97435,                0.91013,                0.92246,                0.83256,                0.44975,                0.37412,                0.82932,             0.00012625,             0.00012625,             0.00012625
                     52,                0.47334,                   0.56,                0.85657,                0.97663,                0.90816,                0.92926,                0.83928,                0.44923,                0.37907,                0.83142,             0.00012377,             0.00012377,             0.00012377
                     53,                0.48009,                0.56269,                0.85389,                0.97282,                0.91332,                0.93502,                0.84489,                0.44483,                0.37671,                0.82743,              0.0001213,              0.0001213,              0.0001213
                     54,                0.47305,                0.56137,                0.85053,                0.97779,                0.90743,                0.93876,                0.84478,                0.44447,                0.36746,                 0.8302,             0.00011883,             0.00011883,             0.00011883
                     55,                0.47517,                0.56441,                0.84992,                0.98119,                0.91215,                0.92493,                0.83563,                0.43378,                0.36386,                0.82716,             0.00011635,             0.00011635,             0.00011635
                     56,                 0.4697,                0.55418,                 0.8514,                0.97227,                 0.9227,                0.92539,                0.83667,                0.43631,                0.36187,                0.82825,             0.00011387,             0.00011387,             0.00011387
                     57,                0.47012,                0.54588,                0.85081,                0.96747,                0.91799,                0.92511,                0.83647,                0.43486,                0.36247,                 0.8262,              0.0001114,              0.0001114,              0.0001114
                     58,                0.47499,                0.55363,                0.85381,                0.97902,                0.91104,                0.93859,                0.84623,                0.44767,                0.36355,                 0.8313,             0.00010893,             0.00010893,             0.00010893
                     59,                0.47021,                0.54505,                0.85377,                0.97252,                0.91628,                  0.924,                0.83413,                0.43734,                0.35889,                0.82777,             0.00010645,             0.00010645,             0.00010645
                     60,                0.47291,                  0.554,                0.85379,                0.97058,                0.91886,                0.93134,                0.83455,                0.46083,                0.35927,                0.83304,             0.00010398,             0.00010398,             0.00010398
                     61,                0.46649,                0.54203,                0.84939,                0.97803,                0.91152,                0.95373,                0.86135,                 0.4482,                0.35618,                0.82843,              0.0001015,              0.0001015,              0.0001015
                     62,                0.46332,                0.53125,                0.84924,                 0.9716,                0.91146,                0.92563,                0.83657,                0.43616,                0.35941,                0.82783,             9.9025e-05,             9.9025e-05,             9.9025e-05
                     63,                0.47074,                 0.5454,                0.85035,                0.97605,                0.90847,                0.93776,                0.84751,                 0.4412,                0.35244,                0.82761,              9.655e-05,              9.655e-05,              9.655e-05
                     64,                0.46247,                0.53067,                0.85172,                0.97204,                0.91719,                0.92741,                0.83644,                0.44968,                0.35501,                0.83296,             9.4075e-05,             9.4075e-05,             9.4075e-05
                     65,                0.46982,                0.54166,                0.85189,                0.97743,                0.91332,                0.92926,                0.84033,                0.44291,                0.35117,                0.82847,               9.16e-05,               9.16e-05,               9.16e-05
                     66,                0.46375,                0.53612,                0.85128,                0.97635,                0.91685,                0.94313,                 0.8527,                0.44008,                0.35187,                0.82753,             8.9125e-05,             8.9125e-05,             8.9125e-05
                     67,                0.46378,                0.53228,                0.85032,                0.97118,                0.91518,                  0.927,                0.83351,                0.45072,                0.35699,                0.83164,              8.665e-05,              8.665e-05,              8.665e-05
                     68,                0.46179,                0.52877,                0.85034,                0.97719,                0.90808,                0.92639,                0.83491,                0.44559,                0.34909,                0.82925,             8.4175e-05,             8.4175e-05,             8.4175e-05
                     69,                0.46347,                0.54584,                 0.8523,                0.97572,                 0.9095,                0.92539,                0.83831,                0.44064,                0.35289,                0.82753,               8.17e-05,               8.17e-05,               8.17e-05
                     70,                0.46639,                0.54185,                0.84886,                0.97258,                0.91962,                0.94077,                0.85054,                0.44675,                0.35135,                0.82839,             7.9225e-05,             7.9225e-05,             7.9225e-05
                     71,                 0.4588,                0.53086,                0.85234,                0.97653,                0.90836,                0.92964,                   0.84,                0.44067,                0.35345,                0.82908,              7.675e-05,              7.675e-05,              7.675e-05
                     72,                  0.459,                0.52824,                0.85059,                0.97688,                0.91081,                0.92987,                0.84228,                0.44135,                0.35649,                0.82521,             7.4275e-05,             7.4275e-05,             7.4275e-05
                     73,                0.46306,                0.53227,                0.85138,                0.97579,                0.91444,                0.93722,                0.84653,                0.43631,                0.34534,                0.82534,               7.18e-05,               7.18e-05,               7.18e-05
                     74,                0.45358,                0.50751,                0.84463,                0.97596,                0.91418,                0.93444,                0.84442,                0.44018,                0.34262,                0.82765,             6.9325e-05,             6.9325e-05,             6.9325e-05
                     75,                0.45551,                0.53086,                0.85428,                0.97476,                0.91173,                0.93882,                0.85212,                0.43965,                0.34319,                0.82684,              6.685e-05,              6.685e-05,              6.685e-05
                     76,                0.46222,                0.53566,                0.84622,                0.97106,                0.91236,                0.93072,                0.84359,                 0.4372,                0.34781,                0.82544,             6.4375e-05,             6.4375e-05,             6.4375e-05
                     77,                 0.4542,                0.51552,                0.84544,                 0.9745,                0.91173,                0.93153,                0.84595,                0.43307,                0.34207,                0.82437,               6.19e-05,               6.19e-05,               6.19e-05
                     78,                0.45081,                0.51509,                0.84332,                0.97499,                0.91882,                0.94909,                0.86117,                0.43713,                0.33954,                0.82707,             5.9425e-05,             5.9425e-05,             5.9425e-05
                     79,                0.45495,                 0.5042,                0.84357,                0.97687,                0.91157,                0.94051,                0.84971,                0.43716,                0.33834,                0.82766,              5.695e-05,              5.695e-05,              5.695e-05
                     80,                0.45709,                0.52291,                0.84997,                0.97326,                0.90503,                0.92821,                0.84158,                0.43634,                0.34136,                0.82592,             5.4475e-05,             5.4475e-05,             5.4475e-05
                     81,                0.45489,                0.51835,                0.84828,                0.97028,                0.91926,                0.93556,                0.85109,                0.43031,                0.33293,                0.82398,                5.2e-05,                5.2e-05,                5.2e-05
                     82,                0.45692,                0.51618,                 0.8485,                0.97828,                0.91705,                0.94484,                 0.8597,                0.43405,                0.33732,                0.82468,             4.9525e-05,             4.9525e-05,             4.9525e-05
                     83,                0.45825,                0.52012,                0.84855,                0.97712,                0.91886,                0.94304,                0.85572,                0.43344,                0.33576,                0.82433,              4.705e-05,              4.705e-05,              4.705e-05
                     84,                0.44232,                0.49928,                0.84407,                0.93099,                0.94897,                 0.9476,                0.85637,                0.44398,                0.33389,                0.82648,             4.4575e-05,             4.4575e-05,             4.4575e-05
                     85,                0.44693,                0.50583,                0.84525,                0.97683,                0.91437,                0.94764,                0.85736,                0.43763,                0.33527,                 0.8278,               4.21e-05,               4.21e-05,               4.21e-05
                     86,                0.45609,                0.51514,                0.85073,                0.97833,                0.91305,                0.94727,                0.86126,                0.43411,                0.33559,                0.82673,             3.9625e-05,             3.9625e-05,             3.9625e-05
                     87,                0.45618,                0.51375,                0.84986,                0.93054,                0.93958,                  0.942,                0.85507,                0.43789,                0.33891,                0.82752,              3.715e-05,              3.715e-05,              3.715e-05
                     88,                0.45094,                0.50136,                0.84542,                0.97778,                0.91207,                0.93929,                 0.8517,                0.43497,                0.33264,                0.82549,             3.4675e-05,             3.4675e-05,             3.4675e-05
                     89,                0.44303,                0.50472,                 0.8454,                0.97657,                0.91402,                0.94011,                0.85247,                 0.4374,                0.33605,                0.82623,               3.22e-05,               3.22e-05,               3.22e-05
                     90,                0.44197,                0.50047,                0.84409,                0.97788,                0.91242,                0.94973,                0.86203,                0.43703,                 0.3338,                0.82642,             2.9725e-05,             2.9725e-05,             2.9725e-05
                     91,                0.43338,                0.46537,                0.83171,                0.97149,                0.91424,                0.94051,                0.85604,                0.43042,                0.35002,                0.82229,              2.725e-05,              2.725e-05,              2.725e-05
                     92,                0.42386,                0.42899,                0.82936,                0.96884,                0.91493,                0.93228,                0.84977,                0.42831,                0.34961,                0.82119,             2.4775e-05,             2.4775e-05,             2.4775e-05
                     93,                0.41411,                0.40682,                 0.8237,                0.93332,                0.93751,                0.94174,                0.85978,                0.42682,                0.34501,                0.82021,               2.23e-05,               2.23e-05,               2.23e-05
                     94,                0.41158,                0.40452,                0.82165,                0.93009,                0.93361,                0.94249,                0.85983,                0.42673,                0.34321,                0.81975,             1.9825e-05,             1.9825e-05,             1.9825e-05
                     95,                0.40941,                0.39332,                0.82567,                0.92397,                0.94832,                 0.9433,                0.85983,                0.42716,                 0.3397,                 0.8197,              1.735e-05,              1.735e-05,              1.735e-05
                     96,                0.40213,                0.38624,                0.82734,                0.93448,                0.93757,                  0.943,                0.86101,                0.42688,                0.33676,                0.82031,             1.4875e-05,             1.4875e-05,             1.4875e-05
                     97,                0.40445,                0.39005,                0.82734,                0.93618,                0.93848,                0.94322,                0.86101,                0.42314,                0.33554,                0.81908,               1.24e-05,               1.24e-05,               1.24e-05
                     98,                0.40649,                0.38566,                0.82457,                0.93514,                0.94011,                 0.9436,                0.86179,                0.42506,                0.33521,                0.81947,              9.925e-06,              9.925e-06,              9.925e-06
                     99,                0.40068,                0.39148,                0.82393,                0.93423,                0.94133,                0.94399,                 0.8612,                0.42176,                0.33391,                0.81879,               7.45e-06,               7.45e-06,               7.45e-06
                    100,                0.40399,                0.38472,                0.82198,                0.93146,                0.94171,                0.94425,                0.86256,                0.42148,                0.33289,                0.81892,              4.975e-06,              4.975e-06,              4.975e-06
